record_type,user_id,name,review_count,average_stars,registered_on,fans_count,elite_years_count
user,ivoyByNscxQvrcQd7Vbj7g,"Jimmy",250,3.9,2007-09,9,5
user,01-qXBGmRtYJ5KhO_mlNuw,"Dorothy",1,3.0,2014-03,0,0
user,eHyJr-BCCbUqURaXQbYt-g,"Brenton",3,3.0,2013-08,0,0
user,67KOGzjoc9rGJSUesTB8Xg,"N",8,3.25,2013-05,0,0
user,LOQ-Be7kXCmUVNY91k5LMQ,"D.",4,3.0,2011-01,0,0
user,jZRaHGEcxglmU3-GKo808g,"Steve",9,3.1,2012-10,0,0
user,qc2kim1sfYAl4q_xlzE1bA,"Paul",70,3.54,2011-05,2,0
user,imCNVX77etDwPaaSy9_3Jg,"Emma",1,2.0,2014-10,0,0
user,VESaDn1MpEIAC7C-SvGO2w,"Ericka",1305,3.75,2008-02,120,8
user,yp_KBbQ4CrO5TbxsxVhOaA,"Linus",3,4.33,2011-04,0,0
user,o1RXCUoikkUribU0lKtFIg,"Michael",6,3.17,2008-10,0,0
user,2U3oiCW-rcc6lYNr_tp7Qg,"Gaby",101,4.03,2011-11,3,0
user,MYIoZ42C-9qWpiqFWO4TVw,"Shara",3,5.0,2010-09,2,0
user,yqtFuS7-hJbB7PWw1-hz_w,"Andi",113,3.64,2010-11,1,0
user,vPq1rVuhrPZMxzG8avQd1Q,"Anthony",14,4.07,2011-04,0,0
user,s2sQ7UHvjtX8z-Xs6a6NAg,"Tim",528,3.73,2008-11,16,3
user,HkfohmQBc3RtRAPDFLTxHQ,"Georgia",2,5.0,2014-05,0,0
user,JSld9YpSXfrZBySkJOyq0g,"jim",5,5.0,2010-03,0,0
user,sMF02GMWHOvjrE-IdOYKsg,"M.",13,3.33,2010-02,0,0
user,UgMRNHffz9bFVjGM98Nc9w,"Karen",2,2.5,2010-11,0,0
user,h794ZqOkxHyVTqcO1dkl4g,"Heather",36,3.97,2009-07,1,0
user,Zc-Jp3HxTsA6aj-Bn_RWfw,"Nakia",1,4.0,2014-11,0,0
user,yskQC0PfTuqhaCa-vuKu7Q,"Aimee",15,4.13,2009-01,0,0
user,8wVPDwjqg1IXyOshCaetHg,"Bryan",7,4.71,2009-05,0,0
user,nA3__mMeo2dcrdCH8LjK_g,"Preston",18,2.53,2011-03,0,0
user,2o6HCXX1mV_LR_116VNVAA,"C",22,3.54,2008-05,0,0
user,KJ46NF0zN0lMDg6fhWrPdA,"Monique",17,2.94,2011-06,0,0
user,RJ06BvT65n4kOQNcOJw_DQ,"Raquel",3,4.33,2014-07,0,0
user,vmyofBd8N8oudziJlkF5xw,"Brent",8,4.12,2012-11,0,0
user,fGhknXwlrEbDs-Uqhlq7sA,"Tony",15,4.56,2012-06,0,0
user,TdOuVdMhXpe8E2AHr8IcmA,"Uncle Fishbits Aeneas",1600,4.17,2006-07,104,0
user,D0UBp0FbRgxkkWksUM-Gug,"David",2,5.0,2012-11,0,0
user,SRxRMH4FgG0EnFFWs_PMvQ,"JD",1,5.0,2013-04,0,0
user,HCzaipxBNgebmqLdElo4aQ,"Heather",1,1.0,2014-07,0,0
user,RblBQao3scUOIUacFzy8ag,"Sam",14,3.21,2007-01,1,0
user,Otdg11NjyH-sctKZx5ID3Q,"Paisley",44,3.49,2011-02,5,0
user,prCqCD2RCZ2uY22cWBG3SA,"Donnie",49,3.78,2008-07,0,0
user,ECjEXvAhE8gcsynxeUBLQg,"Kristine",66,3.48,2008-06,5,0
user,GSVSgA4OqKGZXQC1Si5q6A,"Alexis",93,4.01,2010-07,13,5
user,athDvb0XJgT7VM7F67IJ7A,"Melanie",7,1.67,2010-08,0,0
user,jjIRzmAe7c5Cr2gBTg7UkA,"Jim",4,5.0,2011-09,0,0
user,UEawECal8eimyR9Im_e4CQ,"Cindi",1,5.0,2012-12,0,0
user,ttqhfuw9u-i3cd1Lkya3sw,"Eric",3,2.67,2014-04,0,0
user,c7pJ7WDTTzA3NQgog0pt0w,"Stephanie",409,3.82,2006-11,8,8
user,JaWcuA1cyEi1ryjhwYRtFg,"Rachel",7,4.33,2010-08,0,0
user,8B6hNkuIGpTp7Du7uH1Bbw,"Stanley",1,5.0,2012-04,0,0
user,k5IjlWInssr0mUxOIgTZXA,"Steve",2,3.0,2012-09,0,0
user,zs2xpS1aJhI3mhDhjc9p9Q,"Benton",5,3.5,2010-03,0,0
user,kaFpllGSKnNfiEPrz3wUog,"Dane",5,4.4,2012-10,0,0
user,0WV0WDBu0IkKVCyPnHwtrQ,"Lissie",70,3.71,2010-03,0,2
user,GtpsrqMKLsgohim6jcuUjg,"Saskia",15,3.67,2012-10,0,0
user,0P1joaSyc3fhbq3WWg_H5w,"Teresa",1,5.0,2014-01,0,0
user,JmEfmVqHckvjHndGPWTrAw,"Josh",2,4.0,2013-11,0,0
user,0wekFc0vMC9EfbRucSmnSA,"Tamara",1,5.0,2011-04,2,0
user,1D84pyWmusxY0BHfGvQaAA,"Julian",1,1.0,2011-04,0,0
user,O9fdPtrHasCjC9-sZw1qMg,"John",10,4.5,2011-03,0,0
user,fCyuivkGuBcaWUTjQM_AOQ,"Mike",3,2.0,2014-06,0,0
user,zYdDx27mLcEMk1BFR513Iw,"Tony",4,4.0,2013-02,0,0
user,6TX7CsdHBcb6n-e1QrKqZg,"Jackie",37,3.5,2012-06,2,0
user,TbJr89a6NM7VOvBqVKVi2Q,"Greg",1,5.0,2013-04,0,0
user,jUoG-RyorTTpNXwuMc8YMg,"Drew",5,1.75,2013-08,0,0
user,fQK045JSkqgJBwMeaVQ1Rg,"Ann",33,4.44,2010-12,1,0
user,9a438BP-lqfEJ7zrrHpWFQ,"Barbara",3,5.0,2014-02,0,0
user,d71iIUymiQd7cl9pscZLxQ,"Allyssa",4,4.0,2012-03,0,0
user,-LLYFsGn85ZbNgMM0MVSqQ,"Kryshia",3,5.0,2011-09,0,0
user,7hyF0tU0_NHeAlY9OD49kg,"Lori",3,2.33,2012-05,0,0
user,_W8SWxWleTQ2o7Oqm0vcbQ,"Carl",25,3.64,2013-02,1,0
user,Rtg76jfmQPvV_oR8-p8KTw,"Lis And Andy",2,4.0,2012-10,0,0
user,eWEZ-ayvP_95bbBH2AQk4w,"Kathy",2,3.0,2013-05,0,0
user,ponRIc1M2msm4537yeaSrA,"Amaya",9,4.62,2010-04,0,0
user,DWXFv34dnuv51HZPx9-j7A,"Bonnie",3,4.0,2011-10,0,0
user,x6nclcWcc9nbb3Rl0br46A,"Christal",37,3.39,2011-10,0,0
user,YDE97u0jDgpRt_xwdf4x8Q,"Ricky",3,1.0,2012-02,0,0
user,Um_5m-mO5cIDwJoZwnXNrw,"Ron",36,3.56,2006-09,0,0
user,po4NHl9Jik5qQ1dfVJ2QIQ,"Don",8,3.88,2010-09,0,0
user,APqH7_q0Rd35YVtW4N2uPQ,"Melissa",4,5.0,2011-09,0,0
user,U0LOAXPyovzCfYGCgQT_Ug,"Nathan",8,4.14,2012-01,0,0
user,OBrmy2Wi9uLJnaSjsO2DuA,"Robert",54,4.17,2012-09,4,1
user,DL7EJAGYpDmwnGXzh-VEFA,"Ile",254,4.41,2008-02,2,0
user,qebp2GtJ90K5e6xQ7pj6mQ,"Tyler",4,4.0,2010-03,2,0
user,WycNRQHOF9VTBMgFnjbarA,"Carla",16,3.62,2008-01,0,0
user,AyJ8C4ILh8YXH_adKmhfmQ,"Cindy",52,3.88,2011-12,2,0
user,T5gzKLuolzYJpEajvKZvxg,"Patti",4,2.0,2012-04,0,0
user,fqSqVuvGuZiT3myQcCDESA,"Mel",2,3.0,2013-01,1,0
user,2yqXApaqmdN7cM_di_4-tw,"Judy",3,4.33,2012-07,0,0
user,DGFDAla8qBw6Jqxyct7uRg,"Andrew",2,5.0,2014-07,0,0
user,FoUrWL_9wmRhhaeD35TgFA,"Maggie",4,4.75,2014-01,0,0
user,JsIcYihQtcfdCpj1GMaKxg,"Caroline",81,3.9,2008-07,2,0
user,gXQI8AiFhLxh1UG8RH_FdQ,"Brenda And Willie",10,4.4,2011-11,0,0
user,5rRP-HXbXR0iUJIUQsyeCQ,"Omer",2,2.0,2013-07,0,0
user,U3Rguo5BZaw3JuDFsWcO_A,"Steve",9,4.67,2010-05,0,0
user,fSH5h4PVOiuwoEgrM9Aetg,"Natalie",8,3.75,2011-02,0,0
user,V2NHIojfd-JRk5lmvUE1cw,"Liz",32,3.41,2010-04,0,0
user,o3ShdWxTYSO4VM9SDjKSFQ,"SexyBeck",7,4.71,2011-11,0,0
user,qesCczqgjSzve3D16Qg2cg,"Freddie",40,4.31,2012-10,1,0
user,G98PkBQppkjhZMycsHRzdA,"Gil",2,3.0,2012-03,0,0
user,3xw_WZz8RYtT-StesKXCaw,"Karla",4,4.25,2011-02,0,0
user,91t34mH0LKKL0itzdN8k2g,"A",28,4.64,2011-02,0,0
user,MO-ejBUi-sWuro79GUXEhg,"Jennifer",4,3.0,2012-05,0,0
user,lW5EvI7QuRbLI2noMNrrxg,"Jordan",33,3.29,2008-10,0,0
user,KV2VQz_0X75FC4l09clElQ,"Austine",3,4.0,2010-10,0,0
user,xNq3WgDKAERDbYpg2yF19Q,"DJ",9,3.7,2014-01,0,0
user,VkF_8jQdiSB_XjaFgekIqg,"Eric",67,3.32,2007-04,6,0
user,URZQG2VaBX_-7ZHoUkp2UQ,"Brittany",5,3.8,2010-11,0,0
user,RQgppN2IN9gFPfLb-Hq78Q,"Luis",18,4.0,2008-03,3,0
user,HF3RVJDeLbL7nwkMomGvgQ,"Judy",2,5.0,2011-02,0,0
user,-HbI5pK4UfZhFZc03vR-xw,"Regina",4,4.25,2012-07,0,0
user,elWZXl3spUWsEhBBPtDnjg,"Joe",1,1.0,2011-04,0,0
user,2hVm2NiG-UJG0QtLq1Kx7A,"Booyeah",19,3.85,2014-01,1,0
user,KH048U21F24sHddZ_5BaNA,"Danielle",49,3.35,2013-09,0,0
user,U3IfX7yzXhtM4ccxMX3Y6Q,"Laura",422,3.63,2008-07,7,2
user,r3RV9rWLuQnhldyLcpibgg,"Lala",29,3.24,2005-02,1,0
user,iR3RfMS0ZZMmOJjtDl8Lrg,"Mayer",49,4.16,2006-12,1,0
user,21Z8i37Xf-GDLJTO4KlPig,"Erin",48,3.56,2013-03,5,0
user,5MKZzb2IGrVc_QZHlfLQxg,"Ryan",76,4.03,2010-02,0,0
user,5waGm6_bNlN2V5tF5WU-ng,"Vishal",16,3.88,2012-12,0,0
user,7wzZj8FVMHW_Elc9kAMfRg,"Madalyn",1,3.0,2014-01,0,0
user,S_HqzCAU1VjDgAMhfY55cQ,"Laurel",136,3.54,2008-06,4,2
user,1trIqNXiBT31KkApcljw6Q,"Jennifer",44,4.24,2010-01,0,0
user,FQdda51pq8qPnV6nUME54A,"Linda",212,4.02,2010-03,11,4
user,cJrPgYYezwZweyueXRgZNA,"Omar",1,5.0,2014-06,0,0
user,TUoAl96mw8inD9GDEL1GOQ,"Sydney",10,3.5,2012-05,2,0
user,B5oQI_7wYN2EGoxIE4jgpw,"Ashley",3,4.5,2009-01,0,0
user,lTJRokNtPcB8Elbpghn8dg,"Jim",3,1.67,2012-03,1,0
user,chENZXsgf4hJFiXKZqrZHg,"Kelli",1,5.0,2011-04,0,0
user,Oma9HClQyT6UM_2tEhueSQ,"Maria",7,2.6,2013-09,0,0
user,p1HVJ-HIfEBwA9kPkAxXkw,"Pacu",7,3.86,2011-06,0,0
user,B5M37DhBsOjtNsZECIrUCw,"Chris",15,3.0,2010-03,2,0
user,VWxEoq8LJoTv9BqEKbnMOg,"Nancy",2,5.0,2012-12,0,0
user,XicJF4_cG9a94IfZrb4Z4g,"G",3,5.0,2014-03,0,0
user,lNDOh0v5mxH0kD6xkGKbQw,"Diana",1,5.0,2014-03,0,0
user,c4Frs03yozdJJ3uvuSAp3A,"Penny",9,4.44,2011-05,1,0
user,UhR6qf0QCCozM-g0pwVhgA,"Donnie",15,4.8,2009-07,0,0
user,DH3zyY5zEbyVPNn_UZwqgg,"Trevon",3,3.67,2013-01,0,0
user,Wt7L6tLrly7FnGQStviBZQ,"I Am",2,1.0,2012-07,0,0
user,gJWa7rk6o78TQfX8QMuVBw,"D",6,3.33,2012-05,0,0
user,hyxZfJkC3UckkDbzBH9clA,"Joe",19,3.0,2008-01,1,0
user,B7I2P4OS9SCwlfI0WW70tg,"John",18,3.78,2010-07,0,0
user,XparbQlO-J6UPo6tzdecdA,"Ritu",500,3.59,2008-09,13,7
user,J4XLXGS2mXzs7FswiaLjDg,"Mike",178,3.49,2010-01,1,0
user,gnuSKMTu0IJ6yf5u6-sS5Q,"Joe",207,3.5,2007-09,3,2
user,QLlsEF2vRyHyS0EZz1WpaQ,"Juan",1,3.0,2010-07,0,0
user,6cWa7A1-u93b9yc7K7rtvQ,"Anjo",5,2.6,2007-11,0,0
user,EOQDLIsZSpuxWkBPQUJiwA,"grace",6,4.33,2011-04,0,0
user,T6MF95IuvU4sNUrl0fzR3Q,"hilary",15,4.67,2006-07,3,0
user,7GqEWQfEWGrwEwa-WlY4xw,"Regina",13,3.85,2012-02,0,0
user,jRN4zZk3d9P9VUudgRGWDw,"Duckee",23,3.7,2010-08,0,0
user,mVVIZexPM1yJBzKFcO0vvA,"Joe",8,4.25,2011-06,0,0
user,ak0YowYV0wx3aSUwhrrsLA,"Karen",2,4.5,2011-03,0,0
user,L0V1dgO0QAe-Yb7eYMN1xw,"John",4,4.75,2012-02,0,0
user,LnTrX9BR240MXg3XJ0wsDw,"Vicki",541,4.48,2008-02,40,6
user,hQVV2S9BF8vqhZfcHvBfBw,"Mark",25,3.93,2010-12,1,0
user,GH2hSlOy9YwZCBLDqTHw8Q,"L",5,1.2,2012-11,0,0
user,ZFs3qRbHfH9bPOc4qxPecg,"Arlene",5,4.4,2010-11,1,0
user,fLA555JWgzA6D9uybMvUuA,"Evan",15,4.07,2011-12,1,0
user,Jq5C3EvN8qW-bij_ReCYUQ,"Skyy",4,2.0,2014-02,0,0
user,7GeXuE4fP8bHSGQWPn5b5g,"Jodi",173,3.95,2010-07,18,3
user,K5_9Nf6KgGE8YzMj64IKOA,"N.W.",11,4.18,2009-11,0,0
user,qggPbkxe7gQ1i58OT8zwcA,"Emily",36,3.89,2010-01,0,0
user,N07OiCjxt0xsJicYSbdxzA,"Guy",375,3.21,2009-10,12,1
user,BxyTza4wIGiu2WsLx6yQzg,"Brent",4,3.25,2012-05,0,0
user,9hlV1M1xlXzjvVC8TZzD4A,"Sherry",5,2.75,2013-09,0,0
user,t-Vx551M8STJMxgtUCax-g,"ciro",1,5.0,2011-05,0,0
user,6nk_4PmsMkbaGJWya1tGZQ,"Baillee",4,5.0,2012-12,0,0
user,qf9A4CtuteJRhMs9xLXsKQ,"Chris",2,2.5,2012-11,0,0
user,m3ceo-W2hIVQfBIyN2Fn0g,"Nikki",2,5.0,2009-04,0,0
user,rVIdpiXxnBAxOkfj7B6w0w,"Rodney",2,3.0,2012-12,0,0
user,tPCwOmhbvc2rjcP7zn97LA,"John",26,3.64,2011-07,0,0
user,EMLEE7T0HScynyuVPw56hw,"Dan",15,2.65,2011-08,0,0
user,h98aZu78BmdmvPF8_uMzbA,"David",278,3.87,2006-12,9,6
user,GPQUoGcf2DEQvLO9efEscw,"Benjamin",19,3.32,2010-01,2,0
user,2Gne6W6v-dD5NfH4j37I8w,"Nora",2,4.0,2013-06,0,0
user,HoWBdgvWDOvUJh9LDz8qug,"Smith",2,4.0,2013-08,0,0
user,cU363YuLP0oum_j2hHHAUA,"Steve",16,4.19,2013-03,1,0
user,AYo5SV-TWCdW7L9pQbetGQ,"Kerri",19,3.56,2011-02,1,0
user,Hp46nj1ZYLpDSLEv25_Qbw,"Eric",18,4.33,2012-07,0,0
user,TXVHbGHHs46AYZpEyrbp3w,"Stevie",1,5.0,2013-05,0,0
user,THAWVUV0xWQWUueDoQoy4Q,"Rosadra",24,3.96,2010-07,1,0
user,p8nr82PiOXmoo0XFKbpAXw,"Nicole",62,3.37,2009-05,2,0
user,0tEXZE2_T-SlREV5eEppZQ,"Heather",1,4.0,2012-04,0,0
user,gQZ0edSiLx2eGAMZ9QyZxw,"Mike",5,2.0,2013-01,0,0
user,51tr-m03C9itDYL3zRUzdA,"Brooke",3,3.0,2014-01,0,0
user,BfrDadxfdB-G93xRodO3kw,"Alex",116,3.32,2008-04,3,0
user,Mmsctd9N1aEn1vXtz4kf9g,"cori",3,2.0,2010-10,0,0
user,JAaY1TcSRL4gqtMLVRRStQ,"Matt",4,4.67,2014-05,0,0
user,xzTVxyUR1rXpMNI77aJzUg,"Bob",2,2.33,2014-04,0,0
user,lKvGYIayL0GS8rpYGC_28Q,"Andrea",1,5.0,2013-03,0,0
user,rrPf7wnXTrKni0KMovmirQ,"Grace Anne",228,3.41,2010-02,6,0
user,dp3oP5naGW9hwT-STjtzjg,"Steve",1,1.0,2011-09,0,0
user,qh19RKwXL-TOnHUSkTn-ZA,"Sally",7,4.43,2011-11,0,0
user,KEHgVFTJm7Il-gGFO1tjiQ,"Therese",1,5.0,2013-05,0,0
user,jkV_O7HuK8Xtgj7h2THJ6g,"ER",1,5.0,2013-06,0,0
user,e3GPKw1_gxp-siWVhanM1g,"Danelle",8,3.75,2011-06,0,0
user,TSf-nDT9r7cCSPUVKkJlig,"Monica",11,3.25,2010-10,0,0
user,D6GazZdd6RVAgQUiXnvvmg,"Tiffany",8,3.71,2014-01,0,0
user,Z2damX5dP_DOYrAnFlIkTA,"Ashley",1,5.0,2013-05,0,0
user,Ia5EVuCsQvhs9gxyXLZFeg,"Margie",5,3.75,2014-02,0,0
user,g56zx2G-4K6-JDloNLiccA,"Robin",4,3.0,2010-03,0,0
user,Jdj-DxJtt3_EGqeWcdzvYw,"Joey",1,1.0,2011-12,0,0
user,40BB-4A9in2v5XQVBlNbaw,"Matt",20,4.5,2009-09,3,0
user,UInizJoNQm0q65YASK3P9g,"Tiffany",14,3.79,2011-09,0,0
user,G1lFgBnWSm5cPFeEr9lC9w,"Joanne",6,4.0,2012-10,0,0
user,Nwkfzp4ag6O_-Gv-3fdgWQ,"Stephanie",2,4.5,2013-08,0,0
user,QwkVuXwvmDdbW9-wQBNCQw,"Shinichiro",41,3.93,2014-10,0,0
user,ONXo6rjgARypgLnozPGtow,"Kim",27,4.3,2010-06,0,0
user,VSPner6VEbvVJ0yeeyNx8A,"Mei-En",13,4.62,2012-10,1,0
user,wGWTVSyGBjfJtrO5NjngOA,"Steve",17,3.94,2010-06,0,0
user,5tPiFFsKVkFvTE7TV_H1Uw,"Stacy",3,3.0,2014-01,0,0
user,G9Knvu5PvEx0V0IxlJyXVQ,"Abe",3,5.0,2013-12,0,0
user,FgL5mrmvjljj43qew-58pA,"Bonnie",6,3.83,2011-09,1,0
user,nSmPLaLx1pHBq4YRy2N8wg,"Mai",23,4.04,2011-04,0,0
user,KM6N2Pi4zrPYgywydJ3C5A,"Stephanie",4,3.0,2010-12,0,0
user,_1c-1JDix9mVlkyaFLWP9A,"chris",9,3.78,2010-02,0,0
user,7R_PC5QqpkThBvU_oN_J5g,"Horacio",6,4.67,2012-09,0,0
user,qFFeFltR0RXM-trVcJVUJw,"M Nicole",64,3.11,2006-10,0,0
user,WlQinr9tlzPcnxTgxhMT5A,"Travis",2,3.0,2014-07,0,0
user,9FBrc1UqeTQYHNhdavBOLA,"Noor",5,3.8,2013-05,0,0
user,Ok98GmZXhvBP2c2v9mqwdA,"Michael",15,4.07,2011-09,0,0
user,dHvEvgfGqay871TQwfo8yQ,"Darkness",8,4.5,2009-08,0,0
user,uN0_HvHrJ_IHkBCvhEcErw,"Katrina",6,3.8,2009-02,2,0
user,gNHEefjQmcA0Md4BDXv4mg,"Manuela",2,2.5,2014-08,0,0
user,a_GADNJhnrlAYBSfZ8fWZw,"Jessica",6,3.6,2010-10,0,0
user,TMgshjimMBPukPqYQ9pBDQ,"Olivera",5,3.0,2014-09,0,0
user,aIZQJ91GBM3gc3Z3a1VmLg,"Frankie",12,4.17,2009-12,3,0
user,lk2kaOszLpP7tnVtCJclww,"Aaron",85,3.74,2009-10,0,0
user,nBuZKPi1TpRmf6jK27nN4Q,"Cody",1,3.0,2013-12,0,0
user,pKNx5xVJ4OwRXRNQ91TdLQ,"Maxwell",161,4.1,2010-04,4,2
user,phKeYNCF43ixnyJMlWlooQ,"Marc",138,3.59,2010-03,1,0
user,3-8sSY95kB39UZ_1H8nkXw,"Debbie",19,4.16,2013-08,1,0
user,7FoOAhAI4Ld4kGh8zL2tPQ,"Celina",4,3.75,2013-08,0,0
user,rTFvi4SXszhG6-DJ4O1MTA,"Joshua",4,4.67,2011-12,0,0
user,u73EL9RoHAFDo9P-E1In1A,"Martin",1,5.0,2014-05,0,0
user,T20XjvxdWJLM3kNcyB4OjQ,"Amber",10,4.2,2011-04,0,0
user,g7G-bptsEz-wMie2O7RQQg,"William",31,4.19,2010-05,1,0
user,Y60yEYu25zQVNrfclYg5Xg,"Ashley",2,5.0,2012-10,0,0
user,YLnh2tQNBg4AFen-7EZ8rw,"Alyssa",1,5.0,2011-03,0,0
user,2ZHeVSAzhcwFq5LYyZ6qsw,"Icee",20,3.38,2010-09,2,0
user,EprPlZ4EVt9O6DzVil04zw,"Michael",2,3.5,2012-06,0,0
user,gFU-pi4yD777pJtzuN4kIQ,"Ashley",20,3.85,2013-06,0,0
user,g5NRweYA4jQ0db5Y3CPIWQ,"October",10,3.5,2011-06,0,0
user,9jAMA-BkAVnFonXScG6w_w,"Adam",51,3.52,2010-05,11,0
user,7Eik8k-ayZUvjTSmvXz3nQ,"al",75,3.79,2009-05,1,0
user,7kj7FoAdDeXLms3cKU9aww,"M",1,1.0,2013-07,0,0
user,avY0cAeoAihCFhl_DzWsAw,"Casey",16,4.0,2012-08,0,0
user,niCIikZS_9BSGECMSdTiFA,"Jennifer",5,4.2,2008-03,0,0
user,-jO7vpk5UYxpas-QkmbANA,"kevin",1,5.0,2011-07,0,0
user,6ey66-YBvNEuEzXlLMyaeg,"July",36,4.05,2010-03,1,0
user,gwZNgrYAFYhQemSOwm1S0Q,"Luis",1,5.0,2013-12,0,0
user,cxTGIV9bBCm19jcU97sUrQ,"Lisa",2,2.5,2014-08,0,0
user,1KyLWRxK39uAs22V7zNx_g,"Glen",320,3.63,2013-09,1,0
user,-4qeMQAokaoUPPjlBGtaxQ,"Matthew",7,3.43,2010-09,0,0
user,r_-pLaFIOw2BqEFKweuXZg,"Tania",1,5.0,2014-07,0,0
user,_18aogCS099uK0wUmFEpDA,"Sammy",281,3.84,2011-01,8,4
user,M3-DsLOjRzQ9PotoFBWWew,"Mike",58,3.73,2010-01,2,0
user,UqcV9swsi2Gjv3qFGgCCNg,"Mariela",22,4.13,2008-05,0,0
user,ftW9dKxQqTK8d-f2gEyftg,"Aaron",4,2.5,2012-10,0,0
user,1s08VyocC9Ht5O2HGnM17g,"Shawn",2,4.0,2011-03,1,0
user,rUlc4SNYOiKEEIwrSVEIIw,"Mari",1,5.0,2013-07,0,0
user,v_HE-C7v4XHm9WMDVTOExg,"Joy",2,4.5,2013-12,0,0
user,4vuIM0Opj-xjAG1g5y6Jqw,"Stacie",1,5.0,2014-07,0,0
user,Qb7HqitZPo16nTgOu8c19A,"Norman",23,3.14,2011-08,0,0
user,9J08DvR6KWwKRiCNtILdiQ,"Jay",1,1.0,2013-06,0,0
user,ICu30vPVDt2GRwd_MJoKwg,"Calinour",2,3.0,2014-11,0,0
user,YIai8VhgFRh-r6XLvKTiAw,"Mike",174,3.88,2008-06,7,4
user,8k1Tf8CeDWVAL8gjvwnBpA,"Scott",49,4.0,2009-11,1,0
user,2X01j1SGp8N7G2aIuJpKsg,"Tina",2,3.0,2010-03,1,0
user,jWeFe4JneuVUzno1nTXTag,"Ron",13,2.5,2011-07,0,0
user,CHuPAJSlsnRGqKAqP57c5Q,"Chris",1,1.0,2010-07,0,0
user,G8AY_pBeYlD9KnC1zpJveQ,"Fraser",1,3.0,2011-07,1,0
user,-gzlVjoYevx4CYppnylYbw,"N",6,4.83,2010-03,0,0
user,wfHHppAZF7nBJ59__pLpfQ,"Abi",26,3.27,2010-07,1,0
user,mMp4COx5BVw14ozROrb_Lg,"Bill",8,5.0,2010-08,0,0
user,w51A2NV7ezd8l2k1ogy8nw,"Dianne",25,2.96,2009-04,0,0
user,yQhpC7Eud__Pf3235CbjFA,"Susan",1,1.0,2013-04,0,0
user,1xLMVUhyIJYdL_vUARr5gg,"RJ",10,1.6,2012-04,0,0
user,WS3giFUKyS0pTACpgYg96A,"Will",1,1.0,2013-09,0,0
user,ZvQmMMkfDJzT8_szwUs8OQ,"Chelsey",1,5.0,2011-07,0,0
user,m37jNJxyNvh71wgR8NP4Rw,"Nikki",19,4.11,2008-07,0,0
user,TvrZieiHct9MRsUZg-NtlA,"Teag",31,3.82,2009-07,6,0
user,0FzjR2e4BlkqI8-6chsokQ,"KLynn",7,4.29,2013-10,0,0
user,E_IHCRuB8heCJ_ZYcAH6Ug,"Andy",4,4.0,2013-10,0,0
user,rgh5BR_2fp2UKSB93KEpTg,"John",15,4.79,2013-06,0,0
user,NSDDrMXdAq2LFAYRQYg6nQ,"Hanaa",4,4.25,2010-04,0,0
user,qUFWKMiFv7JnBuSPVP8Q8g,"Michael",9,3.33,2014-05,0,0
user,PpTVxjqOiEMCIwfyrUpikg,"Blackjack",58,2.58,2008-03,1,0
user,YaozGyitaJPpJbnLdiZxvQ,"Whitney",1,4.0,2012-01,0,0
user,ZiKzd4dsduH43XUNusAXJg,"Raiza",7,3.71,2012-11,0,0
user,KJhiq3CEUx_vndBVH3derg,"Rob",14,3.86,2013-08,0,0
user,T-rWelAanI2GMzhvKjN6Cw,"L.",273,3.34,2010-09,4,0
user,5DWPDeQ3oE4CIVB03oYQiA,"Britney",3,4.0,2011-08,0,0
user,q51GInYI0dfVD4cJSNgo5Q,"Filicia",2,5.0,2012-10,0,0
user,7QsempQEPhgspcmb340weA,"Sky",8,4.43,2012-01,0,0
user,wv94rFP6ThMipQck6DSQ1A,"Todd",1,5.0,2012-11,0,0
user,zq7p6Gz6D0STLh2P40Ofvw,"Tahnee",15,3.81,2012-02,0,0
user,3dj4-xMUy-rVLjT-kNKqsw,"Rick",11,4.09,2012-10,0,0
user,jHunYoIz3a4hGnm6nQbyfA,"Melissa",10,4.4,2014-11,0,0
user,XE15tK_aeIGdsv73JKgv8A,"Cris",4,4.75,2011-04,0,0
user,evhZalhDr-Uwdlnho43Csw,"Heather",2,2.5,2013-01,0,0
user,2B23fOL-XiiWaKG7YWgExg,"Paul",5,3.75,2010-12,0,0
user,llHAnZmjhio6RnL5FzbxGg,"Tonina",5,4.4,2011-04,1,0
user,eGkh6igrA133L2mGBHYIxg,"J",34,3.39,2013-04,0,0
user,gMptLmFSVO2gsAIk-pfSVA,"Allie",5,4.4,2014-10,0,0
user,Y6bQ8ixsN9QK0ThNK_i7xA,"Harry",17,3.06,2009-02,0,0
user,kzOXLuInl0n3eC3zmXVRVQ,"Jasmina",24,3.96,2008-04,0,0
user,1VrJvqp1K9K89GsXhSVW8Q,"Jeffrey",14,3.57,2011-06,0,0
user,y5TIfI1B57_a2KC9FaTjAg,"Ernest",7,3.43,2010-04,0,0
user,uR36hTupph_dTRuKLI4qhw,"Paul",1,1.0,2012-05,0,0
user,TiVD9CfMaitoiiZoKAIdLQ,"Josh",15,3.57,2014-04,1,0
user,HDq6P5ZPBrX0eaifLtodAg,"Ingrid",7,3.86,2013-09,0,0
user,IqnxdwkzZQC2rTNKyItrVA,"Alicia",32,4.03,2009-07,0,0
user,uZG-IiG2fE7LSoEtlWp2Sw,"Anri",10,4.7,2010-10,0,0
user,YPy-jTpjtfZWalYeIeXX-Q,"D.",1,1.0,2013-11,0,0
