record_type,business_id,name,full_address,city,state,open,day,opens,closes
open-hours,Fb-fswktjPKZxkOSiikggg,"Freddy Fox Rooter","Phoenix, AZ 85015",Phoenix,AZ,True,Wednesday,06:00,03:00
open-hours,Fb-fswktjPKZxkOSiikggg,"Freddy Fox Rooter","Phoenix, AZ 85015",Phoenix,AZ,True,Thursday,06:00,03:00
open-hours,Fb-fswktjPKZxkOSiikggg,"Freddy Fox Rooter","Phoenix, AZ 85015",Phoenix,AZ,True,Sunday,06:00,00:00
open-hours,Fb-fswktjPKZxkOSiikggg,"Freddy Fox Rooter","Phoenix, AZ 85015",Phoenix,AZ,True,Saturday,06:00,03:00
open-hours,2dF5zaR-5dxymzlMjmxEfg,"Jabz Boxing Fitness For Women- North Phoenix","10880 N 32nd St Phoenix, AZ 85028",Phoenix,AZ,True,Monday,05:00,10:00
open-hours,2dF5zaR-5dxymzlMjmxEfg,"Jabz Boxing Fitness For Women- North Phoenix","10880 N 32nd St Phoenix, AZ 85028",Phoenix,AZ,True,Tuesday,05:00,10:00
open-hours,2dF5zaR-5dxymzlMjmxEfg,"Jabz Boxing Fitness For Women- North Phoenix","10880 N 32nd St Phoenix, AZ 85028",Phoenix,AZ,True,Friday,16:30,19:30
open-hours,2dF5zaR-5dxymzlMjmxEfg,"Jabz Boxing Fitness For Women- North Phoenix","10880 N 32nd St Phoenix, AZ 85028",Phoenix,AZ,True,Wednesday,05:00,10:00
open-hours,2dF5zaR-5dxymzlMjmxEfg,"Jabz Boxing Fitness For Women- North Phoenix","10880 N 32nd St Phoenix, AZ 85028",Phoenix,AZ,True,Thursday,05:00,10:00
open-hours,2dF5zaR-5dxymzlMjmxEfg,"Jabz Boxing Fitness For Women- North Phoenix","10880 N 32nd St Phoenix, AZ 85028",Phoenix,AZ,True,Saturday,07:00,12:00
open-hours,gh-hT8e-XtCExRxe6PKR4w,"El Pollo Loco","1036 S Country Club Dr Mesa, AZ 85210",Mesa,AZ,True,Monday,09:00,23:00
open-hours,gh-hT8e-XtCExRxe6PKR4w,"El Pollo Loco","1036 S Country Club Dr Mesa, AZ 85210",Mesa,AZ,True,Tuesday,09:00,23:00
open-hours,gh-hT8e-XtCExRxe6PKR4w,"El Pollo Loco","1036 S Country Club Dr Mesa, AZ 85210",Mesa,AZ,True,Friday,09:00,23:00
open-hours,gh-hT8e-XtCExRxe6PKR4w,"El Pollo Loco","1036 S Country Club Dr Mesa, AZ 85210",Mesa,AZ,True,Wednesday,09:00,23:00
open-hours,gh-hT8e-XtCExRxe6PKR4w,"El Pollo Loco","1036 S Country Club Dr Mesa, AZ 85210",Mesa,AZ,True,Thursday,09:00,23:00
open-hours,gh-hT8e-XtCExRxe6PKR4w,"El Pollo Loco","1036 S Country Club Dr Mesa, AZ 85210",Mesa,AZ,True,Sunday,09:00,23:00
open-hours,gh-hT8e-XtCExRxe6PKR4w,"El Pollo Loco","1036 S Country Club Dr Mesa, AZ 85210",Mesa,AZ,True,Saturday,09:00,23:00
open-hours,57kf_KK1Lg7AIq0ozInH7Q,"Papino's Ristorante and Pizzeria","6601 Traveler Trl Windsor, WI 53598",Windsor,WI,True,Monday,15:00,22:00
open-hours,57kf_KK1Lg7AIq0ozInH7Q,"Papino's Ristorante and Pizzeria","6601 Traveler Trl Windsor, WI 53598",Windsor,WI,True,Tuesday,15:00,22:00
open-hours,57kf_KK1Lg7AIq0ozInH7Q,"Papino's Ristorante and Pizzeria","6601 Traveler Trl Windsor, WI 53598",Windsor,WI,True,Friday,15:00,23:00
open-hours,57kf_KK1Lg7AIq0ozInH7Q,"Papino's Ristorante and Pizzeria","6601 Traveler Trl Windsor, WI 53598",Windsor,WI,True,Wednesday,15:00,22:00
open-hours,57kf_KK1Lg7AIq0ozInH7Q,"Papino's Ristorante and Pizzeria","6601 Traveler Trl Windsor, WI 53598",Windsor,WI,True,Thursday,15:00,22:00
open-hours,57kf_KK1Lg7AIq0ozInH7Q,"Papino's Ristorante and Pizzeria","6601 Traveler Trl Windsor, WI 53598",Windsor,WI,True,Sunday,15:00,21:00
open-hours,57kf_KK1Lg7AIq0ozInH7Q,"Papino's Ristorante and Pizzeria","6601 Traveler Trl Windsor, WI 53598",Windsor,WI,True,Saturday,15:00,23:00
open-hours,2e2e7WgqU1BnpxmQL5jbfw,"Earl of Sandwich","3667 Las Vegas Blvd. S. Planet Hollywood Resort & Casino The Strip Las Vegas, NV 89109",Las Vegas,NV,True,Monday,00:00,00:00
open-hours,2e2e7WgqU1BnpxmQL5jbfw,"Earl of Sandwich","3667 Las Vegas Blvd. S. Planet Hollywood Resort & Casino The Strip Las Vegas, NV 89109",Las Vegas,NV,True,Tuesday,00:00,00:00
open-hours,2e2e7WgqU1BnpxmQL5jbfw,"Earl of Sandwich","3667 Las Vegas Blvd. S. Planet Hollywood Resort & Casino The Strip Las Vegas, NV 89109",Las Vegas,NV,True,Friday,00:00,00:00
open-hours,2e2e7WgqU1BnpxmQL5jbfw,"Earl of Sandwich","3667 Las Vegas Blvd. S. Planet Hollywood Resort & Casino The Strip Las Vegas, NV 89109",Las Vegas,NV,True,Wednesday,00:00,00:00
open-hours,2e2e7WgqU1BnpxmQL5jbfw,"Earl of Sandwich","3667 Las Vegas Blvd. S. Planet Hollywood Resort & Casino The Strip Las Vegas, NV 89109",Las Vegas,NV,True,Thursday,00:00,00:00
open-hours,2e2e7WgqU1BnpxmQL5jbfw,"Earl of Sandwich","3667 Las Vegas Blvd. S. Planet Hollywood Resort & Casino The Strip Las Vegas, NV 89109",Las Vegas,NV,True,Sunday,00:00,00:00
open-hours,2e2e7WgqU1BnpxmQL5jbfw,"Earl of Sandwich","3667 Las Vegas Blvd. S. Planet Hollywood Resort & Casino The Strip Las Vegas, NV 89109",Las Vegas,NV,True,Saturday,00:00,00:00
open-hours,MjjopaU-zKJIsMmO9hCz5g,"Oasis OBGYN","81 W Guadalupe Rd Ste 111 Gilbert, AZ 85233",Gilbert,AZ,True,Thursday,07:00,18:00
open-hours,MjjopaU-zKJIsMmO9hCz5g,"Oasis OBGYN","81 W Guadalupe Rd Ste 111 Gilbert, AZ 85233",Gilbert,AZ,True,Tuesday,07:00,18:00
open-hours,MjjopaU-zKJIsMmO9hCz5g,"Oasis OBGYN","81 W Guadalupe Rd Ste 111 Gilbert, AZ 85233",Gilbert,AZ,True,Friday,07:00,18:00
open-hours,MjjopaU-zKJIsMmO9hCz5g,"Oasis OBGYN","81 W Guadalupe Rd Ste 111 Gilbert, AZ 85233",Gilbert,AZ,True,Wednesday,07:00,18:00
open-hours,MjjopaU-zKJIsMmO9hCz5g,"Oasis OBGYN","81 W Guadalupe Rd Ste 111 Gilbert, AZ 85233",Gilbert,AZ,True,Monday,07:00,18:00
open-hours,r_m4VJ04IL2VAe37OgkgJw,"Savvy Eyes - Chrys A. Manos, OD","500 E Windmill Ln Ste 120 Southeast Las Vegas, NV 89123",Las Vegas,NV,True,Tuesday,09:00,18:00
open-hours,r_m4VJ04IL2VAe37OgkgJw,"Savvy Eyes - Chrys A. Manos, OD","500 E Windmill Ln Ste 120 Southeast Las Vegas, NV 89123",Las Vegas,NV,True,Friday,09:00,18:00
open-hours,r_m4VJ04IL2VAe37OgkgJw,"Savvy Eyes - Chrys A. Manos, OD","500 E Windmill Ln Ste 120 Southeast Las Vegas, NV 89123",Las Vegas,NV,True,Wednesday,09:00,18:00
open-hours,r_m4VJ04IL2VAe37OgkgJw,"Savvy Eyes - Chrys A. Manos, OD","500 E Windmill Ln Ste 120 Southeast Las Vegas, NV 89123",Las Vegas,NV,True,Thursday,09:00,18:00
open-hours,r_m4VJ04IL2VAe37OgkgJw,"Savvy Eyes - Chrys A. Manos, OD","500 E Windmill Ln Ste 120 Southeast Las Vegas, NV 89123",Las Vegas,NV,True,Saturday,09:00,15:00
open-hours,DzHXDDT4QoEX847MEAFYiQ,"Faust Animal Hospital","3111 E Greenway Rd Ste 105 Phoenix, AZ 85032",Phoenix,AZ,True,Monday,09:00,17:00
open-hours,DzHXDDT4QoEX847MEAFYiQ,"Faust Animal Hospital","3111 E Greenway Rd Ste 105 Phoenix, AZ 85032",Phoenix,AZ,True,Tuesday,09:00,18:00
open-hours,DzHXDDT4QoEX847MEAFYiQ,"Faust Animal Hospital","3111 E Greenway Rd Ste 105 Phoenix, AZ 85032",Phoenix,AZ,True,Friday,09:00,17:00
open-hours,DzHXDDT4QoEX847MEAFYiQ,"Faust Animal Hospital","3111 E Greenway Rd Ste 105 Phoenix, AZ 85032",Phoenix,AZ,True,Wednesday,08:30,12:30
open-hours,DzHXDDT4QoEX847MEAFYiQ,"Faust Animal Hospital","3111 E Greenway Rd Ste 105 Phoenix, AZ 85032",Phoenix,AZ,True,Thursday,09:00,18:00
open-hours,DzHXDDT4QoEX847MEAFYiQ,"Faust Animal Hospital","3111 E Greenway Rd Ste 105 Phoenix, AZ 85032",Phoenix,AZ,True,Saturday,08:30,14:00
open-hours,RCo2xqW-7PU-gu4yaiSI3Q,"Courthouse Tavern","310 Forbes Ave Downtown Pittsburgh, PA 15222",Pittsburgh,PA,True,Monday,10:30,00:00
open-hours,RCo2xqW-7PU-gu4yaiSI3Q,"Courthouse Tavern","310 Forbes Ave Downtown Pittsburgh, PA 15222",Pittsburgh,PA,True,Tuesday,10:30,00:00
open-hours,RCo2xqW-7PU-gu4yaiSI3Q,"Courthouse Tavern","310 Forbes Ave Downtown Pittsburgh, PA 15222",Pittsburgh,PA,True,Friday,10:30,02:00
open-hours,RCo2xqW-7PU-gu4yaiSI3Q,"Courthouse Tavern","310 Forbes Ave Downtown Pittsburgh, PA 15222",Pittsburgh,PA,True,Wednesday,10:30,00:00
open-hours,RCo2xqW-7PU-gu4yaiSI3Q,"Courthouse Tavern","310 Forbes Ave Downtown Pittsburgh, PA 15222",Pittsburgh,PA,True,Thursday,10:30,02:00
open-hours,RCo2xqW-7PU-gu4yaiSI3Q,"Courthouse Tavern","310 Forbes Ave Downtown Pittsburgh, PA 15222",Pittsburgh,PA,True,Sunday,12:00,00:00
open-hours,RCo2xqW-7PU-gu4yaiSI3Q,"Courthouse Tavern","310 Forbes Ave Downtown Pittsburgh, PA 15222",Pittsburgh,PA,True,Saturday,10:30,02:00
open-hours,q4r4-CLho_L_paKcObKo4g,"Flame Kabob","1205 W Warm Springs Rd Ste 112 Henderson, NV 89014",Henderson,NV,True,Monday,11:00,21:00
open-hours,q4r4-CLho_L_paKcObKo4g,"Flame Kabob","1205 W Warm Springs Rd Ste 112 Henderson, NV 89014",Henderson,NV,True,Tuesday,11:00,21:00
open-hours,q4r4-CLho_L_paKcObKo4g,"Flame Kabob","1205 W Warm Springs Rd Ste 112 Henderson, NV 89014",Henderson,NV,True,Friday,11:00,21:00
open-hours,q4r4-CLho_L_paKcObKo4g,"Flame Kabob","1205 W Warm Springs Rd Ste 112 Henderson, NV 89014",Henderson,NV,True,Wednesday,11:00,21:00
open-hours,q4r4-CLho_L_paKcObKo4g,"Flame Kabob","1205 W Warm Springs Rd Ste 112 Henderson, NV 89014",Henderson,NV,True,Thursday,11:00,21:00
open-hours,q4r4-CLho_L_paKcObKo4g,"Flame Kabob","1205 W Warm Springs Rd Ste 112 Henderson, NV 89014",Henderson,NV,True,Sunday,11:00,20:00
open-hours,q4r4-CLho_L_paKcObKo4g,"Flame Kabob","1205 W Warm Springs Rd Ste 112 Henderson, NV 89014",Henderson,NV,True,Saturday,11:00,21:00
open-hours,qzilv-nJ9nsYdEAzL1gIRA,"ArTherapy for Me","8190 W Union Hills Ste 150 Glendale, AZ 85308",Glendale,AZ,True,Sunday,12:00,17:00
open-hours,qzilv-nJ9nsYdEAzL1gIRA,"ArTherapy for Me","8190 W Union Hills Ste 150 Glendale, AZ 85308",Glendale,AZ,True,Friday,17:00,22:00
open-hours,qzilv-nJ9nsYdEAzL1gIRA,"ArTherapy for Me","8190 W Union Hills Ste 150 Glendale, AZ 85308",Glendale,AZ,True,Saturday,12:00,22:00
open-hours,qzilv-nJ9nsYdEAzL1gIRA,"ArTherapy for Me","8190 W Union Hills Ste 150 Glendale, AZ 85308",Glendale,AZ,True,Thursday,17:00,22:00
open-hours,MJ6_uOT55dq5ALphFqMVkw,"Lenny's Burger Shop","2825 N Central Ave Phoenix, AZ 85012",Phoenix,AZ,True,Monday,08:00,19:00
open-hours,MJ6_uOT55dq5ALphFqMVkw,"Lenny's Burger Shop","2825 N Central Ave Phoenix, AZ 85012",Phoenix,AZ,True,Tuesday,08:00,19:00
open-hours,MJ6_uOT55dq5ALphFqMVkw,"Lenny's Burger Shop","2825 N Central Ave Phoenix, AZ 85012",Phoenix,AZ,True,Friday,08:00,19:00
open-hours,MJ6_uOT55dq5ALphFqMVkw,"Lenny's Burger Shop","2825 N Central Ave Phoenix, AZ 85012",Phoenix,AZ,True,Wednesday,08:00,19:00
open-hours,MJ6_uOT55dq5ALphFqMVkw,"Lenny's Burger Shop","2825 N Central Ave Phoenix, AZ 85012",Phoenix,AZ,True,Thursday,08:00,19:00
open-hours,MJ6_uOT55dq5ALphFqMVkw,"Lenny's Burger Shop","2825 N Central Ave Phoenix, AZ 85012",Phoenix,AZ,True,Saturday,10:00,14:00
open-hours,3Dd8dfQfRtV7RfLHFdG5_w,"Shaggy Chic","400 S Rampart Blvd Ste 140 Westside Las Vegas, NV 89145",Las Vegas,NV,True,Monday,09:00,20:00
open-hours,3Dd8dfQfRtV7RfLHFdG5_w,"Shaggy Chic","400 S Rampart Blvd Ste 140 Westside Las Vegas, NV 89145",Las Vegas,NV,True,Tuesday,09:00,20:00
open-hours,3Dd8dfQfRtV7RfLHFdG5_w,"Shaggy Chic","400 S Rampart Blvd Ste 140 Westside Las Vegas, NV 89145",Las Vegas,NV,True,Friday,09:00,21:00
open-hours,3Dd8dfQfRtV7RfLHFdG5_w,"Shaggy Chic","400 S Rampart Blvd Ste 140 Westside Las Vegas, NV 89145",Las Vegas,NV,True,Wednesday,09:00,20:00
open-hours,3Dd8dfQfRtV7RfLHFdG5_w,"Shaggy Chic","400 S Rampart Blvd Ste 140 Westside Las Vegas, NV 89145",Las Vegas,NV,True,Thursday,09:00,20:00
open-hours,3Dd8dfQfRtV7RfLHFdG5_w,"Shaggy Chic","400 S Rampart Blvd Ste 140 Westside Las Vegas, NV 89145",Las Vegas,NV,True,Sunday,11:00,18:00
open-hours,3Dd8dfQfRtV7RfLHFdG5_w,"Shaggy Chic","400 S Rampart Blvd Ste 140 Westside Las Vegas, NV 89145",Las Vegas,NV,True,Saturday,08:00,21:00
open-hours,1IV0_7A_CIhc7P_lHezqZQ,"Denny's","Fiesta Henderson 781 W Lake Mead Pkwy Henderson, NV 89015",Henderson,NV,False,Monday,00:00,00:00
open-hours,1IV0_7A_CIhc7P_lHezqZQ,"Denny's","Fiesta Henderson 781 W Lake Mead Pkwy Henderson, NV 89015",Henderson,NV,False,Tuesday,00:00,00:00
open-hours,1IV0_7A_CIhc7P_lHezqZQ,"Denny's","Fiesta Henderson 781 W Lake Mead Pkwy Henderson, NV 89015",Henderson,NV,False,Friday,00:00,00:00
open-hours,1IV0_7A_CIhc7P_lHezqZQ,"Denny's","Fiesta Henderson 781 W Lake Mead Pkwy Henderson, NV 89015",Henderson,NV,False,Wednesday,00:00,00:00
open-hours,1IV0_7A_CIhc7P_lHezqZQ,"Denny's","Fiesta Henderson 781 W Lake Mead Pkwy Henderson, NV 89015",Henderson,NV,False,Thursday,00:00,00:00
open-hours,1IV0_7A_CIhc7P_lHezqZQ,"Denny's","Fiesta Henderson 781 W Lake Mead Pkwy Henderson, NV 89015",Henderson,NV,False,Sunday,00:00,00:00
open-hours,1IV0_7A_CIhc7P_lHezqZQ,"Denny's","Fiesta Henderson 781 W Lake Mead Pkwy Henderson, NV 89015",Henderson,NV,False,Saturday,00:00,00:00
open-hours,hI9Dc9A9tws4LEpLCv2wtA,"Juicd Life","7014-590 E Camelback Rd Fashion Square Scottsdale, AZ 85251",Scottsdale,AZ,True,Monday,09:30,21:00
open-hours,hI9Dc9A9tws4LEpLCv2wtA,"Juicd Life","7014-590 E Camelback Rd Fashion Square Scottsdale, AZ 85251",Scottsdale,AZ,True,Tuesday,09:30,21:00
open-hours,hI9Dc9A9tws4LEpLCv2wtA,"Juicd Life","7014-590 E Camelback Rd Fashion Square Scottsdale, AZ 85251",Scottsdale,AZ,True,Friday,09:30,21:00
open-hours,hI9Dc9A9tws4LEpLCv2wtA,"Juicd Life","7014-590 E Camelback Rd Fashion Square Scottsdale, AZ 85251",Scottsdale,AZ,True,Wednesday,09:30,21:00
open-hours,hI9Dc9A9tws4LEpLCv2wtA,"Juicd Life","7014-590 E Camelback Rd Fashion Square Scottsdale, AZ 85251",Scottsdale,AZ,True,Thursday,09:30,21:00
open-hours,hI9Dc9A9tws4LEpLCv2wtA,"Juicd Life","7014-590 E Camelback Rd Fashion Square Scottsdale, AZ 85251",Scottsdale,AZ,True,Sunday,10:30,18:00
open-hours,hI9Dc9A9tws4LEpLCv2wtA,"Juicd Life","7014-590 E Camelback Rd Fashion Square Scottsdale, AZ 85251",Scottsdale,AZ,True,Saturday,09:30,21:00
open-hours,kDn-Lk5fmjc7dLYZUlkEeA,"Busy Buggy","3910 Spring Mountain Rd Ste 4 Chinatown Las Vegas, NV 89102",Las Vegas,NV,True,Monday,07:30,17:30
open-hours,kDn-Lk5fmjc7dLYZUlkEeA,"Busy Buggy","3910 Spring Mountain Rd Ste 4 Chinatown Las Vegas, NV 89102",Las Vegas,NV,True,Tuesday,07:30,17:30
open-hours,kDn-Lk5fmjc7dLYZUlkEeA,"Busy Buggy","3910 Spring Mountain Rd Ste 4 Chinatown Las Vegas, NV 89102",Las Vegas,NV,True,Friday,07:30,17:30
open-hours,kDn-Lk5fmjc7dLYZUlkEeA,"Busy Buggy","3910 Spring Mountain Rd Ste 4 Chinatown Las Vegas, NV 89102",Las Vegas,NV,True,Wednesday,07:30,17:30
open-hours,kDn-Lk5fmjc7dLYZUlkEeA,"Busy Buggy","3910 Spring Mountain Rd Ste 4 Chinatown Las Vegas, NV 89102",Las Vegas,NV,True,Thursday,07:30,17:30
open-hours,kDn-Lk5fmjc7dLYZUlkEeA,"Busy Buggy","3910 Spring Mountain Rd Ste 4 Chinatown Las Vegas, NV 89102",Las Vegas,NV,True,Sunday,07:00,19:00
open-hours,kDn-Lk5fmjc7dLYZUlkEeA,"Busy Buggy","3910 Spring Mountain Rd Ste 4 Chinatown Las Vegas, NV 89102",Las Vegas,NV,True,Saturday,08:00,16:00
open-hours,_hmeGfByQCV5-dKeC-8zpw,"AMF Union Hills Lanes","3424 W. Union Hills Dr. Phoenix, AZ 85027",Phoenix,AZ,True,Monday,12:00,23:00
open-hours,_hmeGfByQCV5-dKeC-8zpw,"AMF Union Hills Lanes","3424 W. Union Hills Dr. Phoenix, AZ 85027",Phoenix,AZ,True,Tuesday,10:00,23:00
open-hours,_hmeGfByQCV5-dKeC-8zpw,"AMF Union Hills Lanes","3424 W. Union Hills Dr. Phoenix, AZ 85027",Phoenix,AZ,True,Friday,12:00,01:00
open-hours,_hmeGfByQCV5-dKeC-8zpw,"AMF Union Hills Lanes","3424 W. Union Hills Dr. Phoenix, AZ 85027",Phoenix,AZ,True,Wednesday,12:00,23:00
open-hours,_hmeGfByQCV5-dKeC-8zpw,"AMF Union Hills Lanes","3424 W. Union Hills Dr. Phoenix, AZ 85027",Phoenix,AZ,True,Thursday,12:00,23:00
open-hours,_hmeGfByQCV5-dKeC-8zpw,"AMF Union Hills Lanes","3424 W. Union Hills Dr. Phoenix, AZ 85027",Phoenix,AZ,True,Sunday,10:00,23:00
open-hours,_hmeGfByQCV5-dKeC-8zpw,"AMF Union Hills Lanes","3424 W. Union Hills Dr. Phoenix, AZ 85027",Phoenix,AZ,True,Saturday,10:00,01:00
open-hours,NsTuz5c3se7S4U-fB_ZKhw,"Anton Sport","905 N Scottsdale Rd Tempe, AZ 85281",Tempe,AZ,True,Thursday,09:00,17:00
open-hours,NsTuz5c3se7S4U-fB_ZKhw,"Anton Sport","905 N Scottsdale Rd Tempe, AZ 85281",Tempe,AZ,True,Tuesday,09:00,17:00
open-hours,NsTuz5c3se7S4U-fB_ZKhw,"Anton Sport","905 N Scottsdale Rd Tempe, AZ 85281",Tempe,AZ,True,Friday,09:00,17:00
open-hours,NsTuz5c3se7S4U-fB_ZKhw,"Anton Sport","905 N Scottsdale Rd Tempe, AZ 85281",Tempe,AZ,True,Wednesday,09:00,17:00
open-hours,NsTuz5c3se7S4U-fB_ZKhw,"Anton Sport","905 N Scottsdale Rd Tempe, AZ 85281",Tempe,AZ,True,Monday,09:00,17:00
open-hours,RowLTh09IOdyeZP-7BlMFw,"Oliver & Annie","4700 N Central Ave Ste 101 Phoenix, AZ 85012",Phoenix,AZ,False,Tuesday,09:00,18:30
open-hours,RowLTh09IOdyeZP-7BlMFw,"Oliver & Annie","4700 N Central Ave Ste 101 Phoenix, AZ 85012",Phoenix,AZ,False,Friday,09:00,18:30
open-hours,RowLTh09IOdyeZP-7BlMFw,"Oliver & Annie","4700 N Central Ave Ste 101 Phoenix, AZ 85012",Phoenix,AZ,False,Wednesday,09:00,18:30
open-hours,RowLTh09IOdyeZP-7BlMFw,"Oliver & Annie","4700 N Central Ave Ste 101 Phoenix, AZ 85012",Phoenix,AZ,False,Thursday,09:00,18:30
open-hours,RowLTh09IOdyeZP-7BlMFw,"Oliver & Annie","4700 N Central Ave Ste 101 Phoenix, AZ 85012",Phoenix,AZ,False,Sunday,10:00,17:00
open-hours,RowLTh09IOdyeZP-7BlMFw,"Oliver & Annie","4700 N Central Ave Ste 101 Phoenix, AZ 85012",Phoenix,AZ,False,Saturday,09:00,18:30
open-hours,ZQZzgR51Yf2PlDpQrwHkOw,"John Cutter","11770 W Charleston Blvd Summerlin Las Vegas, NV 89135",Las Vegas,NV,True,Monday,11:00,02:30
open-hours,ZQZzgR51Yf2PlDpQrwHkOw,"John Cutter","11770 W Charleston Blvd Summerlin Las Vegas, NV 89135",Las Vegas,NV,True,Tuesday,11:00,02:30
open-hours,ZQZzgR51Yf2PlDpQrwHkOw,"John Cutter","11770 W Charleston Blvd Summerlin Las Vegas, NV 89135",Las Vegas,NV,True,Friday,11:00,02:30
open-hours,ZQZzgR51Yf2PlDpQrwHkOw,"John Cutter","11770 W Charleston Blvd Summerlin Las Vegas, NV 89135",Las Vegas,NV,True,Wednesday,11:00,02:30
open-hours,ZQZzgR51Yf2PlDpQrwHkOw,"John Cutter","11770 W Charleston Blvd Summerlin Las Vegas, NV 89135",Las Vegas,NV,True,Thursday,11:00,02:30
open-hours,ZQZzgR51Yf2PlDpQrwHkOw,"John Cutter","11770 W Charleston Blvd Summerlin Las Vegas, NV 89135",Las Vegas,NV,True,Sunday,08:00,02:30
open-hours,ZQZzgR51Yf2PlDpQrwHkOw,"John Cutter","11770 W Charleston Blvd Summerlin Las Vegas, NV 89135",Las Vegas,NV,True,Saturday,08:00,02:30
open-hours,akUqBs7WYKYXw-_ui9C4fQ,"South Point Gift Shop And Liquor Store","9777 Las Vegas Blvd S Southeast Las Vegas, NV 89123",Las Vegas,NV,True,Monday,09:00,09:00
open-hours,akUqBs7WYKYXw-_ui9C4fQ,"South Point Gift Shop And Liquor Store","9777 Las Vegas Blvd S Southeast Las Vegas, NV 89123",Las Vegas,NV,True,Tuesday,09:00,09:00
open-hours,akUqBs7WYKYXw-_ui9C4fQ,"South Point Gift Shop And Liquor Store","9777 Las Vegas Blvd S Southeast Las Vegas, NV 89123",Las Vegas,NV,True,Friday,09:00,09:00
open-hours,akUqBs7WYKYXw-_ui9C4fQ,"South Point Gift Shop And Liquor Store","9777 Las Vegas Blvd S Southeast Las Vegas, NV 89123",Las Vegas,NV,True,Wednesday,09:00,09:00
open-hours,akUqBs7WYKYXw-_ui9C4fQ,"South Point Gift Shop And Liquor Store","9777 Las Vegas Blvd S Southeast Las Vegas, NV 89123",Las Vegas,NV,True,Thursday,09:00,09:00
open-hours,akUqBs7WYKYXw-_ui9C4fQ,"South Point Gift Shop And Liquor Store","9777 Las Vegas Blvd S Southeast Las Vegas, NV 89123",Las Vegas,NV,True,Sunday,09:00,09:00
open-hours,akUqBs7WYKYXw-_ui9C4fQ,"South Point Gift Shop And Liquor Store","9777 Las Vegas Blvd S Southeast Las Vegas, NV 89123",Las Vegas,NV,True,Saturday,09:00,09:00
open-hours,ZcgzyGf-cAgc0JxFklpZLA,"Mr. Triny Sonora Hot Dogs","9665 Cave Creek Phoenix, AZ 85020",Phoenix,AZ,True,Monday,18:00,00:00
open-hours,ZcgzyGf-cAgc0JxFklpZLA,"Mr. Triny Sonora Hot Dogs","9665 Cave Creek Phoenix, AZ 85020",Phoenix,AZ,True,Tuesday,18:00,00:00
open-hours,ZcgzyGf-cAgc0JxFklpZLA,"Mr. Triny Sonora Hot Dogs","9665 Cave Creek Phoenix, AZ 85020",Phoenix,AZ,True,Friday,18:00,00:00
open-hours,ZcgzyGf-cAgc0JxFklpZLA,"Mr. Triny Sonora Hot Dogs","9665 Cave Creek Phoenix, AZ 85020",Phoenix,AZ,True,Wednesday,18:00,00:00
open-hours,ZcgzyGf-cAgc0JxFklpZLA,"Mr. Triny Sonora Hot Dogs","9665 Cave Creek Phoenix, AZ 85020",Phoenix,AZ,True,Thursday,18:00,00:00
open-hours,ZcgzyGf-cAgc0JxFklpZLA,"Mr. Triny Sonora Hot Dogs","9665 Cave Creek Phoenix, AZ 85020",Phoenix,AZ,True,Sunday,18:00,00:00
open-hours,ZcgzyGf-cAgc0JxFklpZLA,"Mr. Triny Sonora Hot Dogs","9665 Cave Creek Phoenix, AZ 85020",Phoenix,AZ,True,Saturday,18:00,00:00
open-hours,5d-LaWRkCbQzndJZevCEjg,"Walgreens","5975 W Ray Rd Chandler, AZ 85226",Chandler,AZ,True,Monday,08:00,22:00
open-hours,5d-LaWRkCbQzndJZevCEjg,"Walgreens","5975 W Ray Rd Chandler, AZ 85226",Chandler,AZ,True,Tuesday,07:00,22:00
open-hours,5d-LaWRkCbQzndJZevCEjg,"Walgreens","5975 W Ray Rd Chandler, AZ 85226",Chandler,AZ,True,Friday,07:00,22:00
open-hours,5d-LaWRkCbQzndJZevCEjg,"Walgreens","5975 W Ray Rd Chandler, AZ 85226",Chandler,AZ,True,Wednesday,07:00,22:00
open-hours,5d-LaWRkCbQzndJZevCEjg,"Walgreens","5975 W Ray Rd Chandler, AZ 85226",Chandler,AZ,True,Thursday,07:00,22:00
open-hours,5d-LaWRkCbQzndJZevCEjg,"Walgreens","5975 W Ray Rd Chandler, AZ 85226",Chandler,AZ,True,Sunday,08:00,22:00
open-hours,5d-LaWRkCbQzndJZevCEjg,"Walgreens","5975 W Ray Rd Chandler, AZ 85226",Chandler,AZ,True,Saturday,07:00,22:00
open-hours,Vey9cbGW3Y2XStNK85p2hw,"Surprise Animal Hospital","13954 W Waddell Rd Ste 109 Surprise, AZ 85379",Surprise,AZ,True,Monday,07:30,19:00
open-hours,Vey9cbGW3Y2XStNK85p2hw,"Surprise Animal Hospital","13954 W Waddell Rd Ste 109 Surprise, AZ 85379",Surprise,AZ,True,Tuesday,07:30,19:00
open-hours,Vey9cbGW3Y2XStNK85p2hw,"Surprise Animal Hospital","13954 W Waddell Rd Ste 109 Surprise, AZ 85379",Surprise,AZ,True,Friday,07:30,19:00
open-hours,Vey9cbGW3Y2XStNK85p2hw,"Surprise Animal Hospital","13954 W Waddell Rd Ste 109 Surprise, AZ 85379",Surprise,AZ,True,Wednesday,07:30,19:00
open-hours,Vey9cbGW3Y2XStNK85p2hw,"Surprise Animal Hospital","13954 W Waddell Rd Ste 109 Surprise, AZ 85379",Surprise,AZ,True,Thursday,07:30,19:00
